,Zinb_1,Zinb_2,Zinb_3,Zinb_4,Zinb_5,Zinb_6,Zinb_7,Zinb_8,Zinb_9,Zinb_10,Zinb_11,Zinb_12,Zinb_13,Zinb_14,Zinb_15,Zinb_16,Zinb_17,Zinb_18,Zinb_19,Zinb_20,Zinb_21,Zinb_22,Zinb_23,Zinb_24,Zinb_25,Zinb_26,Zinb_27,Zinb_28,Zinb_29,Zinb_30,Zinb_31,Zinb_32
mouse2_lib1.final_cell_0046,1.117054,0.0,0.0,0.0,1.7536678,0.0,1.1045805,0.0,0.0,2.3987195,0.0,0.0,3.8635292,0.0,0.5686982,2.0438888,0.0,0.0,0.0,0.0,2.5508544,1.5729613,0.0,0.88399285,0.0,0.0,0.0,1.357065,0.0,0.0,2.708982,0.0
mouse2_lib1.final_cell_0047,1.4998883,0.0,0.0,0.0,1.5043467,0.0,1.0778264,0.0,0.0,2.0729165,0.0,0.0,3.8673697,0.0,0.85687566,1.9284408,0.0,0.0,0.0,0.0,2.3507988,1.564498,0.0,0.7820722,0.0,0.0,0.0,1.3793023,0.0,0.0,2.6218278,0.0
mouse2_lib1.final_cell_0048,5.8643866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.763478,9.40962,2.4911375,1.1063516,0.0,0.0,4.3029327,14.950585,0.0,5.443205,0.0,0.039387174,0.0,0.0,0.0,8.231026,0.0,0.0,7.221537,0.0
mouse2_lib1.final_cell_0049,1.5577171,0.0,0.0,0.0,1.588545,0.0,1.3992326,0.0,0.0,2.0103896,0.0,0.0,3.4924572,0.0,1.0721675,1.5587953,0.0,0.0,0.0,0.0,2.6475468,1.1608438,0.0,0.08161974,0.0,0.35967666,0.0,0.95898217,0.0,0.0,1.6746559,0.0
mouse2_lib1.final_cell_0050,1.5166397,0.0,0.0,0.0,1.6655097,0.0,1.5010647,0.0,0.0,2.3925683,0.0,0.0,3.961671,0.0,0.6005721,1.8075684,0.0,0.0,0.0,0.0,2.6650655,1.6399893,0.0,0.6920964,0.0,0.0,0.0,1.6784477,0.0,0.0,2.9654033,0.0
mouse2_lib1.final_cell_0051,1.7795962,0.0,0.0,0.0,1.8115863,0.0,1.5684768,0.0,0.0,2.5389504,0.0,0.0,3.725153,0.0,0.58497393,1.8560681,0.0,0.0,0.0,0.0,2.625141,1.7873425,0.0,0.8292849,0.0,0.0,0.0,1.8030816,0.0,0.0,2.6241014,0.0
mouse2_lib1.final_cell_0052,1.20454,0.0,0.0,0.0,1.702739,0.0,1.1592519,0.0,0.0,2.1257544,0.0,0.0,3.552727,0.0,0.89875424,1.9850757,0.0,0.0,0.0,0.0,2.4204178,1.3022572,0.0,1.1144528,0.0,0.0,0.0,1.1727229,0.0,0.0,2.060385,0.0
mouse2_lib1.final_cell_0053,5.4461627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3073826,9.036192,2.527396,1.0356178,0.0,0.0,4.1318493,13.962031,0.0,5.588845,0.0,0.0804739,0.0,0.0,0.0,8.036703,0.0,0.0,6.738461,0.0
mouse2_lib1.final_cell_0054,1.9955918,0.0,0.0,0.0,1.6483895,0.0,1.264348,0.0,0.0,2.3184469,0.0,0.0,4.1078057,0.0,0.79961383,1.8569068,0.0,0.0,0.0,0.0,2.6055546,1.7845726,0.0,0.84792113,0.0,0.0,0.0,1.2549487,0.0,0.0,2.356038,0.0
mouse2_lib1.final_cell_0055,1.0372946,0.0,0.0,0.0,1.8128744,0.0,1.4639572,0.0,0.0,2.5251963,0.0,0.0,3.7534077,0.0,0.55449945,1.9909115,0.0,0.0,0.0,0.0,2.6513603,1.6376615,0.0,0.81071955,0.0,0.0,0.0,1.3801066,0.0,0.0,2.3701305,0.0
mouse2_lib1.final_cell_0056,6.311721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.217079,9.840709,2.5685894,1.0567375,0.0,0.0,4.579126,15.529904,0.0,5.947665,0.0,0.03682952,0.0,0.0,0.0,8.862731,0.0,0.0,8.039041,0.0
mouse2_lib1.final_cell_0057,1.046837,0.0,0.0,0.0,2.0403183,0.0,1.6085095,0.0,0.0,2.6617787,0.0,0.0,3.6380956,0.0,0.4158509,1.8487556,0.0,0.0,0.0,0.0,3.224281,1.4214582,0.0,0.87256104,0.0,0.12774844,0.0,1.4274467,0.0,0.0,2.796604,0.0
mouse2_lib1.final_cell_0058,1.445781,0.0,0.0,0.0,1.2660427,0.0,1.1044248,0.0,0.0,1.8821986,0.0,0.0,3.2413797,0.0,0.97074634,1.6351358,0.0,0.0,0.0,0.0,1.976376,1.2620552,0.0,0.7206038,0.0,0.0,0.0,1.3107872,0.0,0.0,1.6725379,0.0
mouse2_lib1.final_cell_0059,0.45112917,0.0,0.0,0.0,1.6738521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4734168,0.0,1.901,1.891986,0.0,3.8266191,0.8031702,3.07682,0.0,0.0,0.0,3.6952536,0.0,0.0,0.0,1.1523324,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0060,0.53866273,0.0,0.0,0.0,1.83521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6255059,0.0,2.1531131,1.9610878,0.0,3.9717777,1.0929624,3.492171,0.0,0.0,0.0,3.5356593,0.0,0.0,0.0,1.1976879,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0061,0.858389,0.0,0.0,0.0,2.0528677,0.0,1.65626,0.0,0.0,2.9229407,0.0,0.0,4.1114726,0.0,0.37356967,2.0998,0.0,0.0,0.0,0.0,3.1928055,1.6507361,0.0,1.0701135,0.0,0.0,0.0,1.4464715,0.0,0.0,3.069807,0.0
mouse2_lib1.final_cell_0062,6.5367537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029101,9.951593,3.0028162,1.0121803,0.0,0.0,4.511309,15.434286,0.0,5.9335256,0.0,0.020978905,0.0,0.0,0.0,8.7213545,0.0,0.0,7.438987,0.0
mouse2_lib1.final_cell_0063,0.0,0.0,0.0,6.495333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5031278,0.0,0.0,0.0,0.0,0.0,3.1245594,2.0293305,0.1717916,2.8582878,8.323208,2.943288,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0064,0.95530343,0.0,0.0,0.0,1.6424392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6026509,0.0,1.89529,1.6061379,0.0,3.91732,1.1317496,3.6954155,0.0,0.0,0.0,3.5531645,0.0,0.0,0.0,0.91181314,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0065,1.4895166,0.0,0.0,0.0,1.5931889,0.0,1.3209984,0.0,0.0,2.3760345,0.0,0.0,3.8037293,0.0,0.65198964,1.8368999,0.0,0.0,0.0,0.0,2.754942,1.8013848,0.0,0.58310145,0.0,0.0,0.0,1.3016199,0.0,0.0,2.7148519,0.0
mouse2_lib1.final_cell_0066,1.6839345,0.0,0.0,0.0,1.8074471,0.0,1.5469916,0.0,0.0,2.1217144,0.0,0.0,3.3136275,0.0,0.9104773,1.4654849,0.0,0.0,0.0,0.0,2.400732,1.377251,0.0,0.683322,0.0,0.0,0.0,1.448725,0.0,0.0,2.0421052,0.0
mouse2_lib1.final_cell_0067,5.5065465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6403375,8.937537,2.6927755,1.417839,0.0,0.0,3.9365656,14.234831,0.0,5.550007,0.0,0.06526095,0.0,0.0,0.0,7.9396477,0.0,0.0,6.8837075,0.0
mouse2_lib1.final_cell_0068,6.065168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7985296,9.588428,2.5210094,1.1542013,0.0,0.0,4.3053217,15.730388,0.0,5.969993,0.0,0.0,0.0,0.0,0.0,8.471004,0.0,0.0,7.575961,0.0
mouse2_lib1.final_cell_0069,1.149933,0.0,0.0,0.0,1.9483821,0.0,1.4451663,0.0,0.0,2.5835078,0.0,0.0,3.9628181,0.0,0.39442027,1.8437976,0.0,0.0,0.0,0.0,2.9317753,1.719753,0.0,0.99620044,0.0,0.0,0.0,1.588979,0.0,0.0,2.8503008,0.0
mouse2_lib1.final_cell_0070,6.5496006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3087907,10.164196,2.6662414,1.2021772,0.0,0.0,4.7543983,15.496129,0.0,5.7895446,0.0,0.0,0.0,0.0,0.0,8.663451,0.0,0.0,7.6919427,0.0
mouse2_lib1.final_cell_0071,5.9378047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8493676,9.305977,2.3462472,1.2052932,0.0,0.0,3.8158348,14.459594,0.0,5.6176615,0.0,0.15623915,0.0,0.0,0.0,8.667492,0.0,0.0,6.9482713,0.0
mouse2_lib1.final_cell_0072,5.781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2212224,9.433048,2.4244025,1.5303613,0.0,0.0,3.9571621,14.571391,0.0,5.383117,0.0,0.086075395,0.0,0.0,0.0,8.117066,0.0,0.0,7.2333603,0.0
mouse2_lib1.final_cell_0073,1.23452,0.0,0.0,0.0,1.8126789,0.0,1.4699543,0.0,0.0,2.708754,0.0,0.0,3.9159775,0.0,0.74920046,2.1108828,0.0,0.0,0.0,0.0,2.6511562,1.7271831,0.0,0.9019485,0.0,0.0,0.0,1.4061311,0.0,0.0,2.2807302,0.0
mouse2_lib1.final_cell_0074,1.08909,0.0,0.0,0.0,1.5665208,0.0,1.2953136,0.0,0.0,2.1174645,0.0,0.0,3.2036345,0.0,0.5184791,1.812977,0.0,0.0,0.0,0.0,2.5520267,1.2137991,0.0,0.6177696,0.0,0.052298307,0.0,1.224246,0.0,0.0,1.8652029,0.0
mouse2_lib1.final_cell_0075,0.94823,0.0,0.0,0.0,1.8468112,0.0,1.577925,0.0,0.0,2.4914227,0.0,0.0,3.680339,0.0,0.3752945,1.9790146,0.0,0.0,0.0,0.0,2.9789312,1.6554611,0.0,0.9631737,0.0,0.0,0.0,1.4254494,0.0,0.0,2.700842,0.0
mouse2_lib1.final_cell_0076,6.5572395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.596494,10.161008,2.3488145,1.0003891,0.0,0.0,4.2895994,16.162844,0.0,6.098591,0.0,0.0,0.0,0.0,0.0,9.050959,0.0,0.0,7.952992,0.0
mouse2_lib1.final_cell_0077,1.3113126,0.0,0.0,0.0,1.9987868,0.0,1.5625455,0.0,0.0,2.3908412,0.0,0.0,3.6853964,0.0,1.145136,1.79814,0.0,0.0,0.0,0.0,2.9164698,0.93210304,0.0,0.50966525,0.0,0.25592583,0.0,1.0441439,0.0,0.0,1.8306195,0.0
mouse2_lib1.final_cell_0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.597308,0.0,0.0,0.0,0.0,0.0,0.0,24.11937,0.0,0.0,0.0,0.0,0.0,0.0,12.4192705
mouse2_lib1.final_cell_0079,1.6349479,0.0,0.0,0.0,0.4924468,0.0,0.5855701,0.0,0.0,1.4126532,0.0,0.0,3.391081,1.9162164,0.4733166,1.4722837,0.0,0.0,0.43598175,4.040019,1.8454099,2.7569468,0.0,0.0,0.0,0.0,0.0,3.745447,0.0,0.0,4.0015817,0.0
mouse2_lib1.final_cell_0080,1.6487831,0.0,0.0,0.0,1.8568255,0.0,1.4379537,0.0,0.0,2.3629842,0.0,0.0,4.0497127,0.0,0.5681016,2.1473541,0.0,0.0,0.0,0.0,2.7876987,1.5668322,0.0,1.2471687,0.0,0.0,0.0,1.3847005,0.0,0.0,2.7155237,0.0
mouse2_lib1.final_cell_0081,0.7590677,0.0,0.0,0.0,1.7871709,0.0,1.3191903,0.0,0.0,2.1352136,0.0,0.0,3.2331958,0.0,0.37166464,1.7887233,0.0,0.0,0.0,0.0,2.467145,1.4055395,0.0,0.69522333,0.0,0.0,0.0,1.2260182,0.0,0.0,2.001386,0.0
mouse2_lib1.final_cell_0082,0.8463998,0.0,0.0,0.0,1.62071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531792,0.0,1.859347,1.7518055,0.0,3.983322,0.8727868,3.4129002,0.0,0.0,0.0,3.52223,0.0,0.0,0.0,0.869226,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0083,0.0,0.0,4.8216047,0.0,0.0,10.456902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4460936,4.5505037,0.0,0.0,0.0,0.0,13.744283,0.0,7.6121387,0.0,0.0,5.2229724,5.6360326,0.0,0.0,0.0,0.0,6.8726993,0.0
mouse2_lib1.final_cell_0084,5.567978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005509,9.215517,2.612525,1.1177462,0.0,0.0,3.989323,14.1491585,0.0,5.4207554,0.0,0.0,0.0,0.0,0.0,8.018958,0.0,0.0,7.0121837,0.0
mouse2_lib1.final_cell_0085,5.8411646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9396744,9.399842,2.532321,1.3777591,0.0,0.0,4.12583,15.477405,0.0,5.702969,0.0,0.18264921,0.0,0.0,0.0,8.64358,0.0,0.0,7.473408,0.0
mouse2_lib1.final_cell_0086,0.0,0.0,0.0,7.591472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4148033,0.0,0.0,0.0,0.0,0.0,3.4521809,1.6980201,0.0,4.0432053,10.672365,4.6374946,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0087,1.0926229,0.0,0.0,0.0,1.8552768,0.0,1.3204871,0.0,0.0,2.4842803,0.0,0.0,3.3197083,0.0,0.50713176,1.918909,0.0,0.0,0.0,0.0,2.698931,1.0974457,0.0,1.02654,0.0,0.0,0.0,1.4036528,0.0,0.0,2.2138815,0.0
mouse2_lib1.final_cell_0088,1.8296198,0.0,0.0,0.0,1.7788371,0.0,1.2613648,0.0,0.0,2.1982155,0.0,0.0,3.8702984,0.0,0.7800211,1.8967417,0.0,0.0,0.0,0.0,2.6720808,1.4175304,0.0,1.0079998,0.0,0.0,0.0,1.3047874,0.0,0.0,2.4654737,0.0
mouse2_lib1.final_cell_0089,1.3275855,0.0,0.0,0.0,1.9297028,0.0,1.5192041,0.0,0.0,2.8246355,0.0,0.0,4.1845417,0.0,0.95513815,2.1083817,0.0,0.0,0.0,0.0,2.6681392,1.4914755,0.0,0.8290569,0.0,0.0,0.0,1.5735501,0.0,0.0,2.474012,0.0
mouse2_lib1.final_cell_0090,1.4487935,0.0,0.0,0.0,1.2391819,0.0,0.98687553,0.0,0.0,1.8042971,0.0,0.0,3.2175817,0.0,0.81772566,1.4678973,0.0,0.0,0.0,0.0,1.7609161,0.9623887,0.0,0.9029012,0.0,0.0,0.0,0.8636104,0.0,0.0,1.5153223,0.0
mouse2_lib1.final_cell_0091,0.45871237,0.0,0.0,0.0,1.7073599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605992,0.0,1.7637231,1.6894182,0.0,3.8415782,0.72762656,3.4303198,0.0,0.0,0.0,3.4300861,0.0,0.0,0.0,1.1349273,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0092,5.653855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.179717,9.274884,2.2176886,0.98336136,0.0,0.0,3.8342924,14.950942,0.0,5.632586,0.0,0.22935656,0.0,0.0,0.0,8.3299675,0.0,0.0,7.069449,0.0
mouse2_lib1.final_cell_0093,0.7881061,0.0,0.0,0.0,2.2978022,0.0,1.6545252,0.0,0.0,3.1886194,0.0,0.0,4.132068,0.0,0.44134513,2.1644433,0.0,0.0,0.0,0.0,3.421612,1.3343872,0.0,0.9916698,0.0,0.0,0.0,1.7622101,0.0,0.0,2.8789477,0.0
mouse2_lib1.final_cell_0094,1.1861466,0.0,0.13450587,0.092644714,0.59354824,0.0,0.8406823,0.0,0.0,1.3021181,0.0,0.0,2.6674042,0.0,0.8235553,1.192153,0.0,0.0,0.0,0.19253853,0.6519248,1.6383629,0.0,0.939332,0.0,0.0,0.0,1.7273685,0.0,0.0,1.4246639,0.0
mouse2_lib1.final_cell_0095,1.2501696,0.0,0.0,0.0,1.5331225,0.0,1.2632843,0.0,0.0,2.3941154,0.0,0.0,3.5827196,0.0,0.65363705,1.9059012,0.0,0.0,0.0,0.0,2.4871686,1.4761662,0.0,0.9152043,0.0,0.0,0.0,1.484222,0.0,0.0,2.2467778,0.0
mouse2_lib1.final_cell_0096,1.0530661,0.0,0.0,0.0,1.7852706,0.0,1.3128071,0.0,0.0,2.3542795,0.0,0.0,3.5985363,0.0,0.3972279,1.8250123,0.0,0.0,0.0,0.0,2.5703301,1.7592677,0.0,0.9743171,0.0,0.0,0.0,1.0463823,0.0,0.0,2.304856,0.0
mouse2_lib1.final_cell_0097,1.0633186,0.0,0.0,0.0,1.5171949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4691911,0.0,2.0310156,1.6126187,0.0,4.0610347,1.0681027,3.7569337,0.0,0.0,0.0,3.5875275,0.0,0.0,0.0,1.1279597,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0098,0.59861034,0.0,0.0,0.0,1.651587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5863591,0.0,1.9452977,1.7307286,0.0,3.9727886,0.94048715,3.6436517,0.0,0.0,0.0,3.765751,0.0,0.0,0.0,0.9855662,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0099,0.74286276,0.0,0.0,0.0,1.7526605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7565886,0.0,2.028035,2.0463908,0.0,4.1112924,1.018915,3.6455162,0.0,0.0,0.0,3.486965,0.0,0.0,0.0,1.175271,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0100,0.7015065,0.0,0.0,0.0,1.6224247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5193477,0.0,1.8527383,1.7855035,0.0,4.0824933,1.0612344,3.3440516,0.0,0.0,0.0,3.5635927,0.0,0.0,0.0,1.1960396,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0101,0.7803156,0.0,0.0,0.0,1.4131716,0.0,1.0924991,0.0,0.0,2.2850735,0.0,0.0,3.5848851,0.0,0.67749405,1.8200283,0.0,0.0,0.0,0.0,2.3199475,1.6669366,0.0,1.2577895,0.0,0.0,0.0,1.5070543,0.0,0.0,2.1682215,0.0
mouse2_lib1.final_cell_0102,2.2383115,0.0,0.0,0.0,0.9584631,0.0,0.0,0.0,0.0,0.061164044,0.0,0.0,3.5439239,1.2086164,1.7040988,1.86254,0.0,1.4732962,0.14147186,2.3570035,0.0,1.6601844,0.0,1.1517012,0.0,0.0,0.0,2.0959795,0.0,0.0,1.5514431,0.0
mouse2_lib1.final_cell_0103,1.3315549,0.0,0.0,0.0,1.897925,0.0,1.5216501,0.0,0.0,2.5547552,0.0,0.0,3.8572931,0.0,0.38389638,1.9360402,0.0,0.0,0.0,0.0,2.9614065,1.5015644,0.0,1.0094026,0.0,0.0,0.0,1.2003139,0.0,0.0,2.5524025,0.0
mouse2_lib1.final_cell_0104,0.6993744,0.0,0.0,0.0,1.613917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497398,0.0,1.969616,1.7741758,0.0,3.8950655,0.9600151,3.173696,0.0,0.0,0.0,3.355472,0.0,0.0,0.0,0.97158635,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0105,0.46161047,0.0,0.0,0.0,2.0226312,0.0,1.7450314,0.0,0.0,2.8398254,0.0,0.0,3.6380727,0.0,0.086472735,1.9939679,0.0,0.0,0.0,0.0,3.111713,1.4776337,0.0,1.0605682,0.0,0.0,0.0,1.9394499,0.0,0.0,3.3065436,0.0
mouse2_lib1.final_cell_0106,1.0109606,0.0,0.0,0.0,1.9500709,0.0,1.503021,0.0,0.0,2.6824813,0.0,0.0,3.7119744,0.0,0.5513374,1.9141701,0.0,0.0,0.0,0.0,2.8101077,1.3998749,0.0,1.0947016,0.0,0.0,0.0,1.5544243,0.0,0.0,2.643656,0.0
mouse2_lib1.final_cell_0107,5.9910593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7646217,9.807149,2.4425209,1.2480906,0.0,0.0,4.454377,15.656802,0.0,5.8062353,0.0,0.4244976,0.0,0.0,0.0,8.822254,0.0,0.0,7.3237815,0.0
mouse2_lib1.final_cell_0108,1.422466,0.0,0.0,0.0,1.8063571,0.0,1.6521578,0.0,0.0,2.6258576,0.0,0.0,3.9085457,0.0,0.5184165,1.9960244,0.0,0.0,0.0,0.0,3.1620648,1.5363169,0.0,1.0877326,0.0,0.0,0.0,1.450683,0.0,0.0,3.0514112,0.0
mouse2_lib1.final_cell_0109,0.5363203,0.0,0.0,0.0,1.6213549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5522177,0.0,1.9967706,1.9314301,0.0,4.1074877,1.1905596,3.7024393,0.0,0.0,0.0,3.5505948,0.0,0.0,0.0,1.105679,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0110,6.156161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.983113,8.607645,2.3630261,1.1810954,0.0,0.0,3.965511,14.039833,0.0,5.567445,0.0,0.0,0.0,0.0,0.0,8.437699,0.0,0.0,6.948646,0.0
mouse2_lib1.final_cell_0111,1.7113066,0.0,0.0,0.0,1.7710294,0.0,1.6252059,0.0,0.0,2.442207,0.0,0.0,3.9246752,0.0,1.119235,1.7531965,0.0,0.0,0.0,0.0,2.9588678,1.3515981,0.0,0.6440236,0.0,0.18802033,0.0,1.215022,0.0,0.0,2.296908,0.0
mouse2_lib1.final_cell_0112,0.34010985,0.0,0.0,0.0,1.578541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2648755,0.0,1.7152492,1.7820147,0.0,3.7876043,0.91949475,3.3639054,0.0,0.0,0.0,3.477935,0.0,0.0,0.0,0.98933643,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0113,1.1242477,0.0,0.0,0.0,1.9517307,0.0,1.4824827,0.0,0.0,2.6569376,0.0,0.0,3.8892484,0.0,0.19297764,2.1438498,0.0,0.0,0.0,0.0,3.014555,1.7325466,0.0,0.85251313,0.0,0.0,0.0,1.6709203,0.0,0.0,2.730585,0.0
mouse2_lib1.final_cell_0114,0.5826636,0.0,0.0,0.0,1.5097332,0.0,1.1766673,0.0,0.0,2.2473352,0.0,0.0,3.239393,0.0,0.38657737,1.88387,0.0,0.0,0.0,0.0,2.3057225,1.3301214,0.0,1.1357627,0.0,0.0,0.0,1.2964643,0.0,0.0,2.2060804,0.0
mouse2_lib1.final_cell_0115,0.8175871,0.0,0.0,0.0,1.8126818,0.0,1.421676,0.0,0.0,2.502578,0.0,0.0,3.4069602,0.0,0.33450472,1.7928864,0.0,0.0,0.0,0.0,2.6490273,1.4632124,0.0,0.8761502,0.0,0.0,0.0,1.4596149,0.0,0.0,2.3289328,0.0
mouse2_lib1.final_cell_0116,0.80580914,0.0,0.0,0.0,1.5202777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6362525,0.0,2.0483403,1.8821834,0.0,4.2853518,1.0115565,3.8784144,0.0,0.0,0.0,3.823592,0.0,0.0,0.0,1.2583128,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0117,0.83401865,0.0,0.0,0.0,1.6943994,0.0,1.3912814,0.0,0.0,2.52157,0.0,0.0,3.5084767,0.0,0.38945594,1.8772852,0.0,0.0,0.0,0.0,2.9079921,1.601172,0.0,0.71048766,0.0,0.0,0.0,1.4276475,0.0,0.0,2.8266127,0.0
mouse2_lib1.final_cell_0118,5.862034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.608736,8.702345,2.3049998,1.2143466,0.0,0.0,3.5694768,13.99724,0.0,5.4431753,0.0,0.0,0.0,0.0,0.0,7.9101577,0.0,0.0,6.4736342,0.0
mouse2_lib1.final_cell_0119,4.7057786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7252245,5.298923,1.9196068,0.9262876,0.0,0.0,2.0539587,8.699754,0.0,3.1513827,0.0,0.42136732,0.0,0.0,0.0,5.761855,0.0,0.0,4.376522,0.0
mouse2_lib1.final_cell_0120,0.0,0.0,0.0,7.050674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.327261,0.0,0.0,0.0,0.0,0.0,3.3235352,2.4649172,0.8744182,2.3474722,8.311694,2.9298837,0.0,0.0,0.0,0.0
mouse2_lib1.final_cell_0121,1.5028304,0.0,0.0,0.0,1.0679857,0.0,0.8937088,0.0,0.0,1.9798201,0.0,0.0,3.1320024,0.0,0.83733237,1.1590407,0.0,0.0,0.0,0.7792616,1.6684421,1.643171,0.0,0.7429766,0.0,0.0,0.0,1.860806,0.0,0.0,2.5338633,0.0
mouse2_lib1.final_cell_0122,0.26098764,0.0,0.0,0.0,1.6750027,0.0,1.4418434,0.0,0.0,2.709037,0.0,0.0,3.612867,0.0,0.25243038,2.0003586,0.0,0.0,0.0,0.0,2.8012493,1.7977395,0.0,0.88393396,0.0,0.0,0.0,1.9495698,0.0,0.0,2.9898942,0.0
mouse2_lib1.final_cell_0123,1.2283622,0.0,0.0,0.0,1.6439792,0.0,1.2181163,0.0,0.0,2.5381093,0.0,0.0,2.9800277,0.91585416,0.36934233,1.1022438,0.0,0.0,0.0,1.623502,2.1981642,2.3954432,0.0,0.69515294,0.0,0.05346311,0.0,3.0914533,0.16904832,0.0,3.1319864,0.0
mouse2_lib1.final_cell_0124,1.1655205,0.0,0.0,0.0,1.9816866,0.0,1.6240734,0.0,0.0,2.7618358,0.0,0.02906643,4.050803,0.0,0.74175143,2.287748,0.0,0.0,0.0,0.0,3.0443518,1.7762774,0.0,1.3018852,0.0,0.0,0.0,1.4992192,0.0,0.0,2.7652023,0.0
mouse2_lib1.final_cell_0125,1.1637497,0.0,0.0,0.0,1.5209006,0.0,1.1376576,0.0,0.0,2.2254217,0.0,0.0,3.727636,0.0,0.8607865,2.0712698,0.0,0.0,0.0,0.0,2.378552,1.6377162,0.0,1.0221317,0.0,0.0,0.0,1.505905,0.0,0.0,2.546986,0.0
mouse2_lib1.final_cell_0126,1.1256164,0.0,0.0,0.0,1.4440818,0.0,1.191787,0.0,0.0,2.0586019,0.0,0.0,3.2366357,0.0,0.4703378,1.6478539,0.0,0.0,0.0,0.0,2.2837923,1.2614677,0.0,0.93606263,0.0,0.0,0.0,1.2388152,0.0,0.0,2.177795,0.0
mouse2_lib1.final_cell_0127,6.423939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.108538,10.26622,2.885529,1.3588406,0.0,0.0,4.390294,16.337605,0.0,6.22432,0.0,0.10477374,0.0,0.0,0.0,8.834669,0.0,0.0,7.91662,0.0
mouse2_lib1.final_cell_0128,5.9637523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.927575,9.568039,2.252745,1.1240677,0.0,0.0,4.1714535,15.19507,0.0,5.7595296,0.0,0.28794748,0.0,0.0,0.0,8.494217,0.0,0.0,7.566335,0.0
